SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec,SUBDIV_NORMAL_ANNUAL,SUBDIV_NORMAL_MONSOON,CLIMATIC_ZONE,ANNUAL_PDN,MONSOON_PDN,ANNUAL_ZSCORE,MONSOON_ZSCORE,LAG1_ANNUAL,LAG2_ANNUAL,LAG3_ANNUAL,LAG1_MONSOON,ANNUAL_MOMENTUM,ROLL3_MEAN_ANNUAL,ROLL5_MEAN_ANNUAL,ROLL5_STD_ANNUAL,DECADAL_DRIFT,WINTER_PCT,PRE_MONSOON_PCT,MONSOON_CONCENTRATION_PCT,RETREATING_MONSOON_PCT,EARLY_VS_LATE_MONSOON_RATIO,JUNE_ONSET_PDN,IMD_DROUGHT_CATEGORY,IS_DROUGHT_YEAR
ANDAMAN & NICOBAR ISLANDS,1968,22.10,1.30,4.20,81.50,297.60,545.20,519.30,242.00,496.80,281.60,152.00,119.20,2762.80,23.40,383.30,1803.30,552.80,2929.95,1709.22,Hyper-Pluvial,-5.70,+5.50,-0.414,+0.327,3216.60,2701.20,3163.90,1796.40,+515.40,3027.23,3023.64,180.89,+189.25,0.85,13.87,65.27,20.01,1.441,+15.90,Normal,0
ANDAMAN & NICOBAR ISLANDS,1969,106.30,64.70,14.60,20.80,317.30,422.80,345.20,281.40,489.80,146.80,343.70,65.80,2619.20,171.00,352.70,1539.20,556.30,2929.95,1709.22,Hyper-Pluvial,-10.61,-9.95,-0.769,-0.591,2762.80,3216.60,2701.20,1803.30,-453.80,2893.53,2979.86,209.90,+184.79,6.53,13.47,58.77,21.24,0.996,-10.12,Normal,0
ANDAMAN & NICOBAR ISLANDS,1970,72.20,34.00,7.80,58.20,422.70,407.30,564.60,342.90,423.50,386.60,418.40,232.70,3370.90,106.20,488.70,1738.30,1037.70,2929.95,1709.22,Hyper-Pluvial,+15.05,+1.70,+1.091,+0.101,2619.20,2762.80,3216.60,1539.20,-143.60,2866.20,2892.74,247.71,+112.37,3.15,14.50,51.57,30.78,1.268,-13.41,Normal,0
ANDAMAN & NICOBAR ISLANDS,1971,41.50,32.80,37.70,35.30,398.00,394.60,421.10,327.90,470.20,505.30,178.40,155.90,2998.70,74.30,471.00,1613.80,839.60,2929.95,1709.22,Hyper-Pluvial,+2.35,-5.58,+0.170,-0.331,3370.90,2619.20,2762.80,1738.30,+751.70,2917.63,2934.14,301.11,+146.95,2.48,15.71,53.82,28.00,1.022,-16.11,Normal,0
ANDAMAN & NICOBAR ISLANDS,1972,13.70,1.70,7.50,178.30,420.20,470.00,544.60,384.90,444.50,263.80,413.90,180.00,3323.10,15.40,606.00,1844.00,857.70,2929.95,1709.22,Hyper-Pluvial,+13.42,+7.89,+0.973,+0.468,2998.70,3370.90,2619.20,1613.80,-372.20,2996.27,2993.64,277.69,+53.00,0.46,18.24,55.49,25.81,1.223,-0.08,Normal,0
ANDAMAN & NICOBAR ISLANDS,1973,18.10,20.30,30.50,29.60,418.60,488.60,371.40,370.30,357.50,247.20,349.80,289.10,2991.00,38.40,478.70,1587.80,886.10,2929.95,1709.22,Hyper-Pluvial,+2.08,-7.10,+0.151,-0.422,3323.10,2998.70,3370.90,1844.00,+324.40,3230.90,3014.94,297.36,+89.34,1.28,16.00,53.09,29.63,1.182,+3.87,Normal,0
ANDAMAN & NICOBAR ISLANDS,1974,22.20,43.90,17.20,301.40,353.30,343.80,257.10,456.20,321.60,398.40,372.20,74.80,2962.10,66.10,671.90,1378.70,845.40,2929.95,1709.22,Hyper-Pluvial,+1.10,-19.34,+0.080,-1.148,2991.00,3323.10,2998.70,1587.80,-332.10,3104.27,3060.58,271.55,+90.27,2.23,22.68,46.54,28.54,0.773,-26.91,Normal,0
ANDAMAN & NICOBAR ISLANDS,1975,276.90,27.50,8.00,24.20,362.90,706.30,173.60,357.40,351.80,373.60,323.70,99.70,3085.60,304.40,395.10,1589.10,797.00,2929.95,1709.22,Hyper-Pluvial,+5.31,-7.03,+0.385,-0.417,2962.10,2991.00,3323.10,1378.70,-28.90,3092.07,3129.16,178.92,+81.00,9.87,12.80,51.50,25.83,1.241,+50.15,Normal,0
ANDAMAN & NICOBAR ISLANDS,1976,20.90,9.70,0.60,161.60,551.40,441.40,382.10,487.70,387.00,166.80,307.20,359.60,3276.00,30.60,713.60,1698.20,833.60,2929.95,1709.22,Hyper-Pluvial,+11.81,-0.64,+0.856,-0.038,3085.60,2962.10,2991.00,1589.10,+123.50,3012.90,3072.10,132.10,+73.17,0.93,21.78,51.84,25.45,0.941,-6.16,Normal,0
ANDAMAN & NICOBAR ISLANDS,1977,79.70,43.20,6.10,6.90,275.30,339.30,341.10,345.50,467.10,263.60,153.30,67.10,2388.20,122.90,288.30,1493.00,484.00,2929.95,1709.22,Hyper-Pluvial,-18.49,-12.65,-1.341,-0.751,3276.00,3085.60,2962.10,1698.20,+190.40,3107.90,3127.56,147.01,+130.65,5.15,12.07,62.52,20.27,0.837,-27.87,Normal,0
ANDAMAN & NICOBAR ISLANDS,1978,109.60,29.30,18.90,63.40,343.60,462.20,656.60,346.30,310.80,243.70,83.40,44.60,2712.40,138.90,425.90,1775.90,371.70,2929.95,1709.22,Hyper-Pluvial,-7.43,+3.90,-0.538,+0.232,2388.20,3276.00,3085.60,1493.00,-887.80,2916.60,2940.58,297.21,+47.81,5.12,15.70,65.47,13.70,1.703,-1.74,Normal,0
ANDAMAN & NICOBAR ISLANDS,1979,35.50,9.40,3.90,64.80,146.30,282.80,455.90,173.60,330.20,163.50,169.80,13.60,1849.30,44.90,215.00,1242.50,346.90,2929.95,1709.22,Hyper-Pluvial,-36.88,-27.31,-2.674,-1.621,2712.40,2388.20,3276.00,1775.90,+324.20,2792.20,2884.86,308.44,+42.77,2.43,11.63,67.19,18.76,1.466,-39.88,Deficient (Moderate Drought),1
ANDAMAN & NICOBAR ISLANDS,1980,5.50,0.80,9.20,38.80,728.40,604.20,575.70,494.40,271.90,252.00,143.70,500.70,3625.30,6.30,776.40,1946.20,896.40,2929.95,1709.22,Hyper-Pluvial,+23.73,+13.86,+1.721,+0.823,1849.30,2712.40,2388.20,1242.50,-863.10,2316.63,2662.30,508.81,-34.22,0.17,21.42,53.68,24.73,1.540,+28.45,Excess (Deluge),0
ANDAMAN & NICOBAR ISLANDS,1981,11.10,27.80,1.70,94.10,270.80,600.60,344.10,510.70,452.60,242.10,348.40,170.70,3074.70,38.90,366.60,1908.00,761.20,2929.95,1709.22,Hyper-Pluvial,+4.94,+11.63,+0.358,+0.690,3625.30,1849.30,2712.40,1946.20,+1776.00,2729.00,2770.24,629.98,-8.78,1.27,11.92,62.05,24.76,0.981,+27.68,Normal,0
ANDAMAN & NICOBAR ISLANDS,1982,8.80,2.80,6.60,97.50,229.20,448.70,410.50,347.60,369.00,164.50,238.80,60.50,2384.50,11.60,333.30,1575.80,463.80,2929.95,1709.22,Hyper-Pluvial,-18.62,-7.81,-1.350,-0.463,3074.70,3625.30,1849.30,1908.00,-550.60,2849.77,2729.98,602.19,-1.18,0.49,13.98,66.09,19.45,1.199,-4.61,Normal,0
ANDAMAN & NICOBAR ISLANDS,1983,22.10,0.00,3.10,9.10,240.80,424.30,468.90,493.80,505.50,275.80,261.00,88.10,2792.50,22.10,253.00,1892.50,624.90,2929.95,1709.22,Hyper-Pluvial,-4.69,+10.72,-0.340,+0.637,2384.50,3074.70,3625.30,1575.80,-690.20,3028.17,2729.24,602.61,-95.04,0.79,9.06,67.77,22.38,0.894,-9.80,Normal,0
ANDAMAN & NICOBAR ISLANDS,1984,69.40,173.80,26.30,156.60,162.30,424.90,446.40,125.80,283.60,347.10,158.90,445.20,2820.30,243.20,345.20,1280.70,951.20,2929.95,1709.22,Hyper-Pluvial,-3.74,-25.07,-0.271,-1.488,2792.50,2384.50,3074.70,1892.50,+408.00,2750.57,2745.26,603.01,-114.89,8.62,12.24,45.41,33.73,2.128,-9.67,Normal,0
ANDAMAN & NICOBAR ISLANDS,1985,12.00,19.20,24.10,55.00,278.10,588.40,230.90,375.20,362.50,358.90,232.10,94.40,2630.80,31.20,357.20,1557.00,685.40,2929.95,1709.22,Hyper-Pluvial,-10.21,-8.91,-0.740,-0.529,2820.30,2792.50,2384.50,1280.70,+27.80,2665.77,2939.46,408.03,-129.07,1.19,13.58,59.18,26.05,1.111,+25.09,Normal,0
ANDAMAN & NICOBAR ISLANDS,1986,14.80,0.60,1.50,8.20,302.60,312.20,308.50,444.00,408.90,176.10,163.50,47.00,2187.90,15.40,312.30,1473.60,386.60,2929.95,1709.22,Hyper-Pluvial,-25.33,-13.79,-1.836,-0.818,2630.80,2820.30,2792.50,1557.00,-189.50,2747.87,2740.56,227.83,-174.55,0.70,14.27,67.35,17.67,0.728,-33.63,Deficient (Moderate Drought),1
ANDAMAN & NICOBAR ISLANDS,1987,72.40,35.20,20.40,17.70,162.90,343.70,45.30,666.50,378.90,373.40,313.40,334.10,2763.90,107.60,201.00,1434.40,1020.90,2929.95,1709.22,Hyper-Pluvial,-5.67,-16.08,-0.411,-0.955,2187.90,2630.80,2820.30,1473.60,-442.90,2546.33,2563.20,243.32,-283.36,3.89,7.27,51.90,36.94,0.372,-26.93,Normal,0
ANDAMAN & NICOBAR ISLANDS,1988,10.20,39.90,28.00,82.70,427.50,357.40,495.60,354.20,603.30,271.40,583.00,69.90,3323.10,50.10,538.20,1810.50,924.30,2929.95,1709.22,Hyper-Pluvial,+13.42,+5.93,+0.973,+0.352,2763.90,2187.90,2630.80,1434.40,+576.00,2527.53,2639.08,234.77,-245.79,1.51,16.20,54.48,27.81,0.891,-24.02,Normal,0
ANDAMAN & NICOBAR ISLANDS,1989,56.00,12.80,68.10,42.60,379.30,414.90,380.10,413.20,215.90,291.80,255.00,4.00,2533.70,68.80,490.00,1424.10,550.80,2929.95,1709.22,Hyper-Pluvial,-13.52,-16.68,-0.981,-0.990,3323.10,2763.90,2187.90,1810.50,+559.20,2758.30,2745.20,364.32,-184.72,2.72,19.34,56.21,21.74,1.264,-11.80,Normal,0
ANDAMAN & NICOBAR ISLANDS,1990,13.40,0.20,24.60,87.50,424.60,291.00,213.20,293.30,310.40,133.60,291.10,100.30,2183.20,13.60,536.70,1107.90,525.00,2929.95,1709.22,Hyper-Pluvial,-25.49,-35.18,-1.848,-2.089,2533.70,3323.10,2763.90,1424.10,-789.40,2873.57,2687.88,370.48,-116.28,0.62,24.58,50.75,24.05,0.835,-38.14,Deficient (Moderate Drought),1
ANDAMAN & NICOBAR ISLANDS,1991,14.10,3.80,28.00,132.90,191.30,165.70,547.20,486.50,489.90,287.60,130.10,58.50,2535.60,17.90,352.20,1689.30,476.20,2929.95,1709.22,Hyper-Pluvial,-13.46,-1.17,-0.976,-0.069,2183.20,2533.70,3323.10,1107.90,-350.50,2680.00,2598.36,423.71,-260.49,0.71,13.89,66.62,18.78,0.730,-64.77,Normal,0
ANDAMAN & NICOBAR ISLANDS,1992,75.90,10.90,0.00,5.10,241.70,392.00,348.20,372.30,323.70,257.30,64.30,7.20,2098.60,86.80,246.80,1436.20,328.80,2929.95,1709.22,Hyper-Pluvial,-28.37,-15.97,-2.057,-0.948,2535.60,2183.20,2533.70,1689.30,+352.40,2417.50,2667.90,376.55,-314.40,4.14,11.76,68.44,15.67,1.064,-16.66,Deficient (Moderate Drought),1
ANDAMAN & NICOBAR ISLANDS,1993,14.90,0.00,129.90,43.70,181.40,257.10,391.70,226.70,437.00,299.30,189.00,66.70,2237.40,14.90,355.00,1312.50,555.00,2929.95,1709.22,Hyper-Pluvial,-23.64,-23.21,-1.714,-1.378,2098.60,2535.60,2183.20,1436.20,-437.00,2272.47,2534.84,432.51,-342.99,0.67,15.87,58.66,24.81,0.978,-45.34,Deficient (Moderate Drought),1
ANDAMAN & NICOBAR ISLANDS,1994,7.20,35.50,129.40,154.60,403.20,386.30,569.70,460.50,775.10,137.50,180.30,23.80,3263.10,42.70,687.20,2191.60,341.60,2929.95,1709.22,Hyper-Pluvial,+11.37,+28.22,+0.824,+1.676,2237.40,2098.60,2535.60,1312.50,+138.80,2290.53,2317.70,182.58,-398.50,1.31,21.06,67.16,10.47,0.774,-17.88,Normal,0
ANDAMAN & NICOBAR ISLANDS,1995,51.80,12.50,12.10,21.10,314.80,450.40,501.40,555.80,426.40,294.70,452.90,21.60,3115.50,64.30,348.00,1934.00,769.20,2929.95,1709.22,Hyper-Pluvial,+6.33,+13.15,+0.459,+0.781,3263.10,2237.40,2098.60,2191.60,+1025.70,2533.03,2463.58,426.00,-354.22,2.06,11.17,62.08,24.69,0.969,-4.25,Normal,0
ANDAMAN & NICOBAR ISLANDS,1996,52.20,4.80,3.40,122.70,298.00,559.20,335.50,328.00,541.60,318.50,254.20,178.80,2996.90,57.00,424.10,1764.30,751.50,2929.95,1709.22,Hyper-Pluvial,+2.29,+3.22,+0.166,+0.191,3115.50,3263.10,2237.40,1934.00,-147.60,2872.00,2650.04,464.75,-305.75,1.90,14.15,58.87,25.08,1.029,+18.88,Normal,0
ANDAMAN & NICOBAR ISLANDS,1997,9.50,0.00,0.20,15.60,281.10,199.50,918.50,430.60,440.20,128.70,292.80,38.40,2755.10,9.50,296.90,1988.80,459.90,2929.95,1709.22,Hyper-Pluvial,-5.97,+16.36,-0.433,+0.971,2996.90,3115.50,3263.10,1764.30,-118.60,3125.17,2742.30,478.46,-224.85,0.34,10.78,72.19,16.69,1.284,-57.59,Normal,0
ANDAMAN & NICOBAR ISLANDS,1998,0.90,0.00,0.00,0.00,348.90,600.00,364.50,258.90,337.80,618.60,227.80,89.00,2846.40,0.90,348.90,1561.20,935.40,2929.95,1709.22,Hyper-Pluvial,-2.85,-8.66,-0.207,-0.514,2755.10,2996.90,3115.50,1988.80,-241.80,2955.83,2873.60,358.95,-225.73,0.03,12.26,54.85,32.86,1.616,+27.55,Normal,0
ANDAMAN & NICOBAR ISLANDS,1999,46.80,44.60,14.20,270.60,257.40,295.00,408.50,329.20,325.30,437.50,124.90,145.70,2699.70,91.40,542.20,1358.00,708.10,2929.95,1709.22,Hyper-Pluvial,-7.86,-20.55,-0.570,-1.220,2846.40,2755.10,2996.90,1561.20,+91.30,2866.13,2995.40,182.23,-273.40,3.39,20.08,50.30,26.23,1.075,-37.29,Normal,0
ANDAMAN & NICOBAR ISLANDS,2000,53.00,59.00,171.30,218.10,422.80,357.00,176.30,460.80,250.10,321.20,158.30,115.20,2763.10,112.00,812.20,1244.20,594.70,2929.95,1709.22,Hyper-Pluvial,-5.69,-27.21,-0.413,-1.615,2699.70,2846.40,2755.10,1358.00,-146.70,2767.07,2882.72,153.83,-256.80,4.05,29.39,45.03,21.52,0.750,-24.11,Normal,0
ANDAMAN & NICOBAR ISLANDS,2001,89.00,15.70,143.30,30.10,705.30,370.70,341.30,469.00,334.40,267.60,222.60,91.80,3080.80,104.70,878.70,1515.40,582.00,2929.95,1709.22,Hyper-Pluvial,+5.15,-11.34,+0.373,-0.673,2763.10,2699.70,2846.40,1244.20,+63.40,2769.73,2812.24,103.55,-198.81,3.40,28.52,49.19,18.89,0.886,-21.19,Normal,0
ANDAMAN & NICOBAR ISLANDS,2002,10.60,0.00,11.50,100.20,366.70,358.30,317.40,429.80,420.00,169.00,306.70,129.90,2620.10,10.60,478.40,1525.50,605.60,2929.95,1709.22,Hyper-Pluvial,-10.58,-10.75,-0.767,-0.638,3080.80,2763.10,2699.70,1515.40,+317.70,2847.87,2829.02,134.33,-144.29,0.40,18.26,58.22,23.11,0.795,-23.83,Normal,0
ANDAMAN & NICOBAR ISLANDS,2003,44.30,7.90,149.20,19.40,296.30,159.90,494.90,379.40,371.90,310.40,74.10,48.00,2355.70,52.20,464.90,1406.10,432.50,2929.95,1709.22,Hyper-Pluvial,-19.60,-17.73,-1.421,-1.053,2620.10,3080.80,2763.10,1525.50,-460.70,2821.33,2802.02,157.97,-92.14,2.22,19.74,59.69,18.36,0.872,-66.01,Deficient (Moderate Drought),1
ANDAMAN & NICOBAR ISLANDS,2004,54.50,35.90,36.50,41.60,505.10,423.90,378.90,308.70,280.70,223.90,169.90,0.40,2460.00,90.40,583.20,1392.20,394.20,2929.95,1709.22,Hyper-Pluvial,-16.04,-18.55,-1.163,-1.101,2355.70,2620.10,3080.80,1406.10,-264.40,2685.53,2703.88,234.03,-80.31,3.67,23.71,56.59,16.02,1.362,-9.88,Normal,0
ANDAMAN & NICOBAR ISLANDS,2005,0.00,0.00,20.30,51.10,305.30,452.40,429.30,311.10,507.50,293.50,300.10,283.90,2954.50,0.00,376.70,1700.30,877.50,2929.95,1709.22,Hyper-Pluvial,+0.84,-0.52,+0.061,-0.031,2460.00,2355.70,2620.10,1392.20,+104.30,2478.60,2655.94,253.70,-160.62,0.00,12.75,57.55,29.70,1.077,-3.82,Normal,0
ANDAMAN & NICOBAR ISLANDS,2006,16.30,14.40,48.90,163.70,321.40,366.00,182.70,219.60,546.50,374.70,76.10,74.40,2404.70,30.70,534.00,1314.80,525.20,2929.95,1709.22,Hyper-Pluvial,-17.93,-23.08,-1.300,-1.370,2954.50,2460.00,2355.70,1700.30,+494.50,2590.07,2694.22,280.05,-176.72,1.28,22.21,54.68,21.84,0.716,-22.19,Normal,0
ANDAMAN & NICOBAR ISLANDS,2007,4.90,1.60,5.00,54.60,370.00,378.30,463.20,465.30,486.40,209.40,223.90,85.60,2748.20,6.50,429.60,1793.20,518.90,2929.95,1709.22,Hyper-Pluvial,-6.20,+4.91,-0.450,+0.292,2404.70,2954.50,2460.00,1314.80,-549.80,2606.40,2559.00,216.84,-235.94,0.24,15.63,65.25,18.88,0.884,-19.58,Normal,0
ANDAMAN & NICOBAR ISLANDS,2008,9.90,67.70,115.80,216.10,545.50,457.80,511.20,482.10,332.00,243.70,321.10,72.00,3374.90,77.60,877.40,1783.10,636.80,2929.95,1709.22,Hyper-Pluvial,+15.19,+4.32,+1.101,+0.257,2748.20,2404.70,2954.50,1793.20,+343.50,2702.47,2584.62,229.73,-236.63,2.30,26.00,52.83,18.87,1.190,-2.68,Normal,0
ANDAMAN & NICOBAR ISLANDS,2009,24.50,6.30,44.20,136.50,313.10,633.50,297.30,351.50,344.70,272.80,66.20,48.00,2538.60,30.80,493.80,1627.00,387.00,2929.95,1709.22,Hyper-Pluvial,-13.36,-4.81,-0.969,-0.286,3374.90,2748.20,2404.70,1783.10,+626.70,2842.60,2788.46,354.47,-183.78,1.21,19.45,64.09,15.24,1.337,+34.68,Normal,0
ANDAMAN & NICOBAR ISLANDS,2010,101.70,8.00,0.70,12.50,319.00,448.90,521.90,563.80,263.30,402.40,268.50,246.40,3157.10,109.70,332.20,1797.90,917.30,2929.95,1709.22,Hyper-Pluvial,+7.75,+5.19,+0.562,+0.308,2538.60,3374.90,2748.20,1627.00,-836.30,2887.23,2804.18,341.05,-199.89,3.47,10.52,56.95,29.06,1.174,-4.57,Normal,0
ANDAMAN & NICOBAR ISLANDS,2011,265.90,84.80,272.80,111.40,326.50,383.20,583.20,441.50,757.10,212.30,150.80,238.50,3828.00,350.70,710.70,2165.00,601.60,2929.95,1709.22,Hyper-Pluvial,+30.65,+26.67,+2.223,+1.583,3157.10,2538.60,3374.90,1797.90,+618.50,3023.53,2844.70,367.51,-160.49,9.16,18.57,56.56,15.72,0.806,-18.54,Excess (Deluge),0
ANDAMAN & NICOBAR ISLANDS,2012,119.90,45.60,30.90,55.80,533.90,458.20,317.30,369.60,868.90,209.70,300.50,187.30,3497.60,165.50,620.60,2014.00,697.50,2929.95,1709.22,Hyper-Pluvial,+19.37,+17.83,+1.405,+1.059,3828.00,3157.10,2538.60,2165.00,+670.90,3174.57,3129.36,456.82,-85.77,4.73,17.74,57.58,19.94,0.626,-2.59,Normal,0
ANDAMAN & NICOBAR ISLANDS,2013,67.10,37.60,43.00,46.30,509.30,777.00,564.80,336.70,473.60,455.80,354.20,92.30,3757.70,104.70,598.60,2152.10,902.30,2929.95,1709.22,Hyper-Pluvial,+28.25,+25.91,+2.049,+1.538,3497.60,3828.00,3157.10,2014.00,-330.40,3494.23,3279.24,429.29,+1.98,2.79,15.93,57.27,24.01,1.656,+65.18,Excess (Deluge),0
ANDAMAN & NICOBAR ISLANDS,2014,41.90,8.60,0.00,11.10,238.00,416.60,467.60,321.60,412.90,402.60,201.20,100.40,2622.50,50.50,249.10,1618.70,704.20,2929.95,1709.22,Hyper-Pluvial,-10.49,-5.30,-0.761,-0.314,3757.70,3497.60,3828.00,2152.10,+260.10,3694.43,3355.80,471.57,+142.18,1.93,9.50,61.72,26.85,1.204,-11.44,Normal,0
ANDAMAN & NICOBAR ISLANDS,2015,126.80,7.60,3.10,138.20,331.90,346.40,328.90,480.00,523.30,252.10,236.30,129.90,2904.50,134.40,473.20,1678.60,618.30,2929.95,1709.22,Hyper-Pluvial,-0.87,-1.79,-0.063,-0.106,2622.50,3757.70,3497.60,1618.70,-1135.20,3292.60,3372.58,442.81,+158.43,4.63,16.29,57.79,21.29,0.673,-26.36,Normal,0
ARUNACHAL PRADESH,1916,48.10,69.80,71.10,316.10,424.60,1124.90,785.92,629.70,333.90,264.29,149.99,55.10,4273.50,117.90,811.80,2874.42,469.38,3444.81,2268.57,Hyper-Pluvial,+24.06,+26.71,+0.776,+0.731,3444.81,3444.81,3444.81,2268.57,+0.00,3444.81,3444.81,1067.74,+0.00,2.76,19.00,67.26,10.98,1.983,+74.21,Excess (Deluge),0
ARUNACHAL PRADESH,1917,21.40,164.50,185.29,269.60,107.90,823.80,909.10,628.40,411.50,199.30,63.50,0.00,3784.29,185.90,562.79,2772.80,262.80,3444.81,2268.57,Hyper-Pluvial,+9.85,+22.23,+0.318,+0.609,4273.50,3444.81,3444.81,2874.42,+828.69,4273.50,4273.50,1067.74,+828.69,4.91,14.87,73.27,6.94,1.666,+27.58,Normal,0
ARUNACHAL PRADESH,1918,10.40,11.00,191.20,144.60,861.10,1609.90,1303.00,692.60,515.80,125.20,7.80,13.70,5486.30,21.40,1196.90,4121.30,146.70,3444.81,2268.57,Hyper-Pluvial,+59.26,+81.67,+1.912,+2.236,3784.29,4273.50,3444.81,2772.80,-489.21,4028.89,4028.89,244.61,+584.08,0.39,21.82,75.12,2.67,2.411,+149.32,Excess (Deluge),0
ARUNACHAL PRADESH,1919,34.50,67.80,28.50,256.90,420.60,973.60,999.00,286.70,628.70,948.30,40.70,8.60,4693.90,102.30,706.00,2888.00,997.60,3444.81,2268.57,Hyper-Pluvial,+36.26,+27.30,+1.170,+0.748,5486.30,3784.29,4273.50,4121.30,+1702.01,4514.70,4514.70,715.47,+1069.89,2.18,15.04,61.53,21.25,2.155,+50.78,Excess (Deluge),0
ARUNACHAL PRADESH,1920,14.00,196.30,605.60,364.70,173.60,840.60,535.40,896.50,376.70,103.30,0.00,0.00,4106.70,210.30,1143.90,2649.20,103.30,3444.81,2268.57,Hyper-Pluvial,+19.21,+16.78,+0.620,+0.459,4693.90,5486.30,3784.29,2888.00,-792.40,4654.83,4559.50,624.45,+1114.69,5.12,27.85,64.51,2.52,1.081,+30.18,Normal,0
ARUNACHAL PRADESH,1921,78.90,54.30,180.30,358.00,598.00,1233.20,1433.00,885.90,603.40,246.30,4.60,15.50,5691.40,133.20,1136.30,4155.50,266.40,3444.81,2268.57,Hyper-Pluvial,+65.22,+83.18,+2.104,+2.278,4106.70,4693.90,5486.30,2649.20,-587.20,4762.30,4468.94,587.16,+1024.13,2.34,19.97,73.01,4.68,1.790,+90.98,Excess (Deluge),0
ARUNACHAL PRADESH,1922,50.70,59.40,170.40,299.50,350.50,1109.30,918.70,488.30,207.60,483.50,30.30,19.00,4187.20,110.10,820.40,2723.90,532.80,3444.81,2268.57,Hyper-Pluvial,+21.55,+20.07,+0.695,+0.550,5691.40,4106.70,4693.90,4155.50,+1584.70,4830.67,4752.52,745.37,+1227.87,2.63,19.59,65.05,12.72,2.914,+71.79,Excess (Deluge),0
ARUNACHAL PRADESH,1923,9.40,160.80,34.00,240.90,445.40,408.60,1278.50,251.30,617.30,50.10,8.40,2.80,3507.50,170.20,720.30,2555.70,61.30,3444.81,2268.57,Hyper-Pluvial,+1.82,+12.66,+0.059,+0.347,4187.20,5691.40,4106.70,2723.90,-1504.20,4661.77,4833.10,652.31,+1158.52,4.85,20.54,72.86,1.75,1.942,-36.72,Normal,0
ARUNACHAL PRADESH,1924,85.70,45.10,74.10,162.40,515.70,1165.00,942.70,713.80,410.80,303.30,31.90,0.00,4450.50,130.80,752.20,3232.30,335.20,3444.81,2268.57,Hyper-Pluvial,+29.19,+42.48,+0.942,+1.163,3507.50,4187.20,5691.40,2555.70,-679.70,4462.03,4437.34,731.43,+1021.54,2.94,16.90,72.63,7.53,1.874,+80.42,Excess (Deluge),0
ARUNACHAL PRADESH,1925,80.60,114.00,143.30,223.00,587.20,611.60,611.00,684.70,1222.00,153.20,5.10,4.10,4439.80,194.60,953.50,3129.30,162.40,3444.81,2268.57,Hyper-Pluvial,+28.88,+37.94,+0.932,+1.039,4450.50,3507.50,4187.20,3232.30,+943.00,4048.40,4388.66,720.76,+1019.78,4.38,21.48,70.48,3.66,0.641,-5.28,Excess (Deluge),0
ARUNACHAL PRADESH,1926,38.10,40.80,179.10,249.70,248.10,675.20,978.70,445.60,286.90,311.50,18.60,49.30,3521.60,78.90,676.90,2386.40,379.40,3444.81,2268.57,Hyper-Pluvial,+2.23,+5.19,+0.072,+0.142,4439.80,4450.50,3507.50,3129.30,-10.70,4132.60,4455.28,706.88,+1017.30,2.24,19.22,67.76,10.77,2.258,+4.57,Normal,0
ARUNACHAL PRADESH,1927,48.30,208.50,88.10,384.00,164.00,1045.40,923.20,727.80,1108.90,537.20,17.80,0.00,5253.20,256.80,636.10,3805.30,555.00,3444.81,2268.57,Hyper-Pluvial,+52.50,+67.74,+1.694,+1.855,3521.60,4439.80,4450.50,2386.40,-918.20,4137.30,4021.32,424.40,+942.11,4.89,12.11,72.44,10.56,1.072,+61.90,Excess (Deluge),0
ARUNACHAL PRADESH,1928,48.90,39.70,118.20,123.40,431.90,1168.30,993.60,981.20,706.10,633.50,25.60,2.30,5272.70,88.60,673.50,3849.20,661.40,3444.81,2268.57,Hyper-Pluvial,+53.06,+69.68,+1.712,+1.908,5253.20,3521.60,4439.80,3805.30,+1731.60,4404.87,4234.52,657.77,+1089.00,1.68,12.77,73.00,12.54,1.281,+80.93,Excess (Deluge),0
ARUNACHAL PRADESH,1929,144.80,59.20,124.30,492.30,615.80,853.00,614.40,670.00,384.30,188.00,64.50,109.50,4320.10,204.00,1232.40,2521.70,362.00,3444.81,2268.57,Hyper-Pluvial,+25.41,+11.16,+0.820,+0.306,5272.70,5253.20,3521.60,3849.20,+19.50,4682.50,4587.56,646.43,+1067.64,4.72,28.53,58.37,8.38,1.392,+32.10,Excess (Deluge),0
ARUNACHAL PRADESH,1930,64.40,84.30,202.50,565.40,148.90,720.90,376.20,1055.50,637.00,361.10,93.20,24.90,4334.30,148.70,916.80,2789.60,479.20,3444.81,2268.57,Hyper-Pluvial,+25.82,+22.97,+0.833,+0.629,4320.10,5272.70,5253.20,2521.70,-952.60,4948.67,4561.48,654.02,+1030.26,3.43,21.15,64.36,11.06,0.648,+11.64,Excess (Deluge),0
ARUNACHAL PRADESH,1931,61.30,189.70,231.60,502.70,277.70,1149.40,1399.90,337.70,480.70,157.40,37.80,46.20,4872.10,251.00,1012.00,3367.70,241.40,3444.81,2268.57,Hyper-Pluvial,+41.43,+48.45,+1.337,+1.327,4334.30,4320.10,5272.70,2789.60,+14.20,4642.37,4540.38,659.29,+1053.02,5.15,20.77,69.12,4.95,3.115,+78.00,Excess (Deluge),0
